symbol,status,baseAsset,quoteAsset
CGPTUSDC,TRADING,CGPT,USDC
COOKIEUSDT,TRADING,COOKIE,USDT
COOKIEUSDC,TRADING,COOKIE,USDC
SBTC,TRADING,S,BTC
SBNB,TRADING,S,BNB
SETH,TRADING,S,ETH
SEUR,TRADING,S,EUR
SFDUSD,TRADING,S,FDUSD
STRY,TRADING,S,TRY
SUSDC,TRADING,S,USDC
SUSDT,TRADING,S,USDT
IOTXJPY,TRADING,IOTX,JPY
SEIJPY,TRADING,SEI,JPY
SOLVUSDT,TRADING,SOLV,USDT
SOLVBNB,TRADING,SOLV,BNB
SOLVFDUSD,TRADING,SOLV,FDUSD
SOLVTRY,TRADING,SOLV,TRY
TRUMPUSDT,TRADING,TRUMP,USDT
TRUMPUSDC,TRADING,TRUMP,USDC
AIXBTTRY,TRADING,AIXBT,TRY
TRUMPTRY,TRADING,TRUMP,TRY
ANIMEUSDT,TRADING,ANIME,USDT
ANIMEUSDC,TRADING,ANIME,USDC
ANIMEBNB,BREAK,ANIME,BNB
ANIMEFDUSD,TRADING,ANIME,FDUSD
ANIMETRY,TRADING,ANIME,TRY
BERABTC,TRADING,BERA,BTC
BERAUSDT,TRADING,BERA,USDT
BERAUSDC,TRADING,BERA,USDC
BERAFDUSD,TRADING,BERA,FDUSD
BERABNB,TRADING,BERA,BNB
BERATRY,TRADING,BERA,TRY
1000CHEEMSUSDT,TRADING,1000CHEEMS,USDT
1000CHEEMSUSDC,TRADING,1000CHEEMS,USDC
TSTUSDT,TRADING,TST,USDT
TSTUSDC,TRADING,TST,USDC
LAYERBTC,TRADING,LAYER,BTC
LAYERUSDT,TRADING,LAYER,USDT
LAYERUSDC,TRADING,LAYER,USDC
LAYERBNB,TRADING,LAYER,BNB
LAYERFDUSD,TRADING,LAYER,FDUSD
LAYERTRY,TRADING,LAYER,TRY
QTUMTRY,TRADING,QTUM,TRY
TRUMPEUR,TRADING,TRUMP,EUR
VTHOTRY,TRADING,VTHO,TRY
HEIBTC,TRADING,HEI,BTC
HEIUSDT,TRADING,HEI,USDT
CAKEUSDC,TRADING,CAKE,USDC
HEIUSDC,TRADING,HEI,USDC
TRUMPFDUSD,TRADING,TRUMP,FDUSD
TSTFDUSD,BREAK,TST,FDUSD
BNXUSDC,BREAK,BNX,USDC
LTCJPY,TRADING,LTC,JPY
BCHJPY,TRADING,BCH,JPY
LINKJPY,TRADING,LINK,JPY
KAITOBTC,TRADING,KAITO,BTC
KAITOUSDT,TRADING,KAITO,USDT
KAITOUSDC,TRADING,KAITO,USDC
KAITOBNB,BREAK,KAITO,BNB
KAITOFDUSD,TRADING,KAITO,FDUSD
KAITOTRY,TRADING,KAITO,TRY
ETHMXN,TRADING,ETH,MXN
KAITOBRL,BREAK,KAITO,BRL
SOLMXN,TRADING,SOL,MXN
BNBARS,TRADING,BNB,ARS
SOLARS,TRADING,SOL,ARS
TRUMPBRL,TRADING,TRUMP,BRL
TRXFDUSD,TRADING,TRX,FDUSD
TSTTRY,TRADING,TST,TRY
SHELLBTC,TRADING,SHELL,BTC
SHELLUSDT,TRADING,SHELL,USDT
SHELLUSDC,TRADING,SHELL,USDC
SHELLBNB,TRADING,SHELL,BNB
SHELLFDUSD,TRADING,SHELL,FDUSD
SHELLTRY,TRADING,SHELL,TRY
REDUSDT,TRADING,RED,USDT
GPSUSDT,TRADING,GPS,USDT
GPSUSDC,TRADING,GPS,USDC
GPSFDUSD,TRADING,GPS,FDUSD
GPSTRY,TRADING,GPS,TRY
GPSBNB,TRADING,GPS,BNB
REDBTC,TRADING,RED,BTC
REDUSDC,TRADING,RED,USDC
REDFDUSD,TRADING,RED,FDUSD
REDTRY,TRADING,RED,TRY
CHESSUSDC,TRADING,CHESS,USDC
EGLDUSDC,TRADING,EGLD,USDC
OSMOUSDC,TRADING,OSMO,USDC
UTKUSDC,TRADING,UTK,USDC
TUSDC,TRADING,T,USDC
CVCUSDC,TRADING,CVC,USDC
EURIUSDC,TRADING,EURI,USDC
SYNUSDC,TRADING,SYN,USDC
USDCRON,TRADING,USDC,RON
VELODROMEUSDC,TRADING,VELODROME,USDC
EPICUSDT,TRADING,EPIC,USDT
DFUSDC,TRADING,DF,USDC
EPICUSDC,TRADING,EPIC,USDC
GMXUSDC,TRADING,GMX,USDC
MKRUSDC,TRADING,MKR,USDC
RPLUSDC,TRADING,RPL,USDC
BMTUSDT,TRADING,BMT,USDT
BMTUSDC,TRADING,BMT,USDC
BMTBNB,TRADING,BMT,BNB
BMTFDUSD,TRADING,BMT,FDUSD
BMTTRY,TRADING,BMT,TRY
FORMUSDC,TRADING,FORM,USDC
FORMUSDT,TRADING,FORM,USDT
FORMTRY,TRADING,FORM,TRY
XUSDUSDT,TRADING,XUSD,USDT
IOTAUSDC,TRADING,IOTA,USDC
JUVUSDC,TRADING,JUV,USDC
THEUSDC,TRADING,THE,USDC
VANRYUSDC,TRADING,VANRY,USDC
USDCCZK,TRADING,USDC,CZK
NILUSDT,TRADING,NIL,USDT
NILBNB,TRADING,NIL,BNB
NILFDUSD,TRADING,NIL,FDUSD
NILUSDC,TRADING,NIL,USDC
NILTRY,TRADING,NIL,TRY
BEAMXUSDC,TRADING,BEAMX,USDC
VANAUSDC,TRADING,VANA,USDC
PARTIFDUSD,TRADING,PARTI,FDUSD
PARTITRY,TRADING,PARTI,TRY
PARTIUSDT,TRADING,PARTI,USDT
PARTIUSDC,TRADING,PARTI,USDC
PARTIBNB,TRADING,PARTI,BNB
MUBARAKUSDT,TRADING,MUBARAK,USDT
MUBARAKUSDC,TRADING,MUBARAK,USDC
TUTUSDT,TRADING,TUT,USDT
BROCCOLI714USDT,TRADING,BROCCOLI714,USDT
TUTUSDC,TRADING,TUT,USDC
BANANAS31USDT,TRADING,BANANAS31,USDT
BANANAS31USDC,TRADING,BANANAS31,USDC
BROCCOLI714USDC,TRADING,BROCCOLI714,USDC
GUNUSDT,TRADING,GUN,USDT
GUNBNB,TRADING,GUN,BNB
GUNFDUSD,TRADING,GUN,FDUSD
GUNTRY,TRADING,GUN,TRY
THETAUSDC,TRADING,THETA,USDC
API3USDC,TRADING,API3,USDC
AUCTIONTRY,TRADING,AUCTION,TRY
AUCTIONUSDC,TRADING,AUCTION,USDC
BANANAUSDC,TRADING,BANANA,USDC
GUNUSDC,TRADING,GUN,USDC
QNTUSDC,TRADING,QNT,USDC
VETUSDC,TRADING,VET,USDC
ZENUSDC,TRADING,ZEN,USDC
BABYUSDT,TRADING,BABY,USDT
BABYUSDC,TRADING,BABY,USDC
BABYBNB,TRADING,BABY,BNB
BABYFDUSD,TRADING,BABY,FDUSD
BABYTRY,TRADING,BABY,TRY
ONDOUSDT,TRADING,ONDO,USDT
ONDOUSDC,TRADING,ONDO,USDC
BIGTIMEUSDT,TRADING,BIGTIME,USDT
BIGTIMEUSDC,TRADING,BIGTIME,USDC
VIRTUALUSDT,TRADING,VIRTUAL,USDT
VIRTUALUSDC,TRADING,VIRTUAL,USDC
KERNELBNB,TRADING,KERNEL,BNB
KERNELFDUSD,TRADING,KERNEL,FDUSD
KERNELTRY,TRADING,KERNEL,TRY
KERNELUSDC,TRADING,KERNEL,USDC
KERNELUSDT,TRADING,KERNEL,USDT
WCTTRY,TRADING,WCT,TRY
WCTFDUSD,TRADING,WCT,FDUSD
WCTBNB,TRADING,WCT,BNB
WCTUSDC,TRADING,WCT,USDC
WCTUSDT,TRADING,WCT,USDT
PAXGUSDC,TRADING,PAXG,USDC
ONDOTRY,TRADING,ONDO,TRY
BABYEUR,TRADING,BABY,EUR
ACHUSDC,TRADING,ACH,USDC
GMTUSDC,TRADING,GMT,USDC
HYPERUSDT,TRADING,HYPER,USDT
HYPERUSDC,TRADING,HYPER,USDC
HYPERBNB,TRADING,HYPER,BNB
HYPERFDUSD,TRADING,HYPER,FDUSD
HYPERTRY,TRADING,HYPER,TRY
INITUSDT,TRADING,INIT,USDT
INITUSDC,TRADING,INIT,USDC
INITBNB,TRADING,INIT,BNB
INITFDUSD,TRADING,INIT,FDUSD
INITTRY,TRADING,INIT,TRY
SIGNUSDT,TRADING,SIGN,USDT
SIGNUSDC,TRADING,SIGN,USDC
SIGNBNB,TRADING,SIGN,BNB
SIGNFDUSD,TRADING,SIGN,FDUSD
SIGNTRY,TRADING,SIGN,TRY
STOUSDT,TRADING,STO,USDT
STOUSDC,TRADING,STO,USDC
STOBNB,TRADING,STO,BNB
STOFDUSD,TRADING,STO,FDUSD
STOTRY,TRADING,STO,TRY
ENJUSDC,TRADING,ENJ,USDC
VIRTUALTRY,TRADING,VIRTUAL,TRY
SYRUPUSDT,TRADING,SYRUP,USDT
SYRUPUSDC,TRADING,SYRUP,USDC
KMNOUSDT,TRADING,KMNO,USDT
KMNOUSDC,TRADING,KMNO,USDC
SXTUSDT,TRADING,SXT,USDT
SXTUSDC,TRADING,SXT,USDC
SXTBNB,TRADING,SXT,BNB
SXTFDUSD,TRADING,SXT,FDUSD
SXTTRY,TRADING,SXT,TRY
PUNDIXUSDC,TRADING,PUNDIX,USDC
SYRUPTRY,TRADING,SYRUP,TRY
NXPCUSDT,TRADING,NXPC,USDT
NXPCUSDC,TRADING,NXPC,USDC
NXPCBNB,TRADING,NXPC,BNB
NXPCFDUSD,TRADING,NXPC,FDUSD
NXPCTRY,TRADING,NXPC,TRY
AWEBTC,TRADING,AWE,BTC
AWEUSDT,TRADING,AWE,USDT
HAEDALUSDT,TRADING,HAEDAL,USDT
HAEDALUSDC,TRADING,HAEDAL,USDC
HAEDALBNB,TRADING,HAEDAL,BNB
HAEDALFDUSD,TRADING,HAEDAL,FDUSD
HAEDALTRY,TRADING,HAEDAL,TRY
USD1USDT,TRADING,USD1,USDT
HUMAUSDT,TRADING,HUMA,USDT
HUMAUSDC,TRADING,HUMA,USDC
HUMABNB,TRADING,HUMA,BNB
HUMAFDUSD,TRADING,HUMA,FDUSD
HUMATRY,TRADING,HUMA,TRY
ABTC,TRADING,A,BTC
AETH,TRADING,A,ETH
AFDUSD,TRADING,A,FDUSD
ATRY,TRADING,A,TRY
AUSDC,TRADING,A,USDC
AUSDT,TRADING,A,USDT
SOPHUSDT,TRADING,SOPH,USDT
SOPHUSDC,TRADING,SOPH,USDC
SOPHBNB,TRADING,SOPH,BNB
SOPHFDUSD,TRADING,SOPH,FDUSD
SOPHTRY,TRADING,SOPH,TRY
MUBARAKTRY,TRADING,MUBARAK,TRY
TRXJPY,TRADING,TRX,JPY
DAIJPY,TRADING,DAI,JPY
RESOLVUSDT,TRADING,RESOLV,USDT
RESOLVUSDC,TRADING,RESOLV,USDC
RESOLVBNB,TRADING,RESOLV,BNB
RESOLVFDUSD,TRADING,RESOLV,FDUSD
RESOLVTRY,TRADING,RESOLV,TRY
HOMEUSDT,TRADING,HOME,USDT
HOMEUSDC,TRADING,HOME,USDC
HOMEBNB,TRADING,HOME,BNB
HOMEFDUSD,TRADING,HOME,FDUSD
HOMETRY,TRADING,HOME,TRY
FLUXUSDC,TRADING,FLUX,USDC
MASKUSDC,TRADING,MASK,USDC
SUSHIUSDC,TRADING,SUSHI,USDC
SPKUSDT,TRADING,SPK,USDT
SPKUSDC,TRADING,SPK,USDC
SPKBNB,TRADING,SPK,BNB
SPKFDUSD,TRADING,SPK,FDUSD
SPKTRY,TRADING,SPK,TRY
NEWTUSDT,TRADING,NEWT,USDT
NEWTUSDC,TRADING,NEWT,USDC
NEWTBNB,TRADING,NEWT,BNB
NEWTFDUSD,TRADING,NEWT,FDUSD
NEWTTRY,TRADING,NEWT,TRY
NEIROJPY,TRADING,NEIRO,JPY
SAHARAUSDT,TRADING,SAHARA,USDT
SAHARAUSDC,TRADING,SAHARA,USDC
SAHARABNB,TRADING,SAHARA,BNB
SAHARAFDUSD,TRADING,SAHARA,FDUSD
SAHARATRY,TRADING,SAHARA,TRY
LPTUSDC,TRADING,LPT,USDC
RVNUSDC,TRADING,RVN,USDC
LAUSDT,TRADING,LA,USDT
LAUSDC,TRADING,LA,USDC
LABNB,TRADING,LA,BNB
LAFDUSD,TRADING,LA,FDUSD
LATRY,TRADING,LA,TRY
LPTJPY,TRADING,LPT,JPY
